,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV
1238,1,0,1,0,7,1,0,0,2,0,2,2,2,2,1,0,1,80.0,3182.95,1,76,2704
1239,1,0,0,0,0,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9,1,76,3131
1240,1,1,1,0,4,0,1,0,2,0,0,0,0,2,0,0,0,39.1,971.3,1,89,4591
1241,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.5,162.45,1,80,5944
1242,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,49.2,216.9,1,73,4336
1243,1,0,0,0,2,1,2,2,1,1,1,1,1,1,0,0,1,23.15,245.2,1,65,5671
1244,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,80.85,302.75,1,73,2961
1245,1,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,3,60.1,60.1,1,88,5654
1246,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,1,75,2038
1247,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1,81,2699
1248,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,1,97,2448
1249,1,0,0,0,8,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2375.4,1,100,3051
1250,0,0,1,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,1,69,4811
1251,1,0,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9,1,95,3788
1252,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,1,98,5824
1253,0,1,1,0,12,1,2,1,0,2,2,0,2,2,1,1,2,106.25,6979.8,1,69,5965
1254,0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,1,78,4166
1255,1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.0,94.0,1,67,4176
1256,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.85,1424.95,1,99,2668
1257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6,1,97,5246
1258,0,0,0,0,1,1,0,0,0,2,0,2,2,0,0,0,3,66.25,620.55,1,67,5515
1259,0,0,0,0,4,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1993.8,1,95,4739
1260,1,0,0,0,7,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2597.6,1,82,5437
1261,1,0,0,0,10,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1052.35,1,66,6265
1262,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95,1,90,2771
1263,0,1,0,0,1,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,1,72,5546
1264,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,81.0,1312.15,1,83,2335
1265,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,1,96,2123
1266,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,3,73.75,545.15,1,84,5638
1267,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05,1,79,4656
1268,0,1,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,76.25,2841.55,1,100,5859
1269,0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,93.9,486.85,1,92,5435
1270,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.4,204.7,1,67,2491
1271,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,91.15,2995.45,1,83,5219
1272,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95,1,94,5390
1273,0,0,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0,1,92,4233
1274,0,0,0,0,7,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6,1,82,2157
1275,0,1,1,0,9,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9,1,67,5915
1276,1,0,0,0,1,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45,1,84,5035
1277,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9,1,85,5971
1278,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,44.65,74.9,1,99,4655
1279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25.25,58.9,1,76,2088
1280,0,0,0,0,0,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55,1,95,5552
1281,1,1,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,85.7,3171.15,1,86,4712
1282,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,75,4692
1283,0,0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,90.8,455.5,1,73,5090
1284,0,1,0,0,5,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,1,83,5030
1285,0,0,0,0,5,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2530.4,1,73,2313
1286,1,1,0,0,7,1,2,1,2,0,0,0,2,0,0,1,2,90.85,3186.7,1,92,5692
1287,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75,1,70,3351
1288,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,1,92,4797
1289,1,0,1,0,3,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1,96,2544
1290,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.8,58.15,1,79,4323
1291,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,1,69,5691
1292,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,1,88,3591
1293,1,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3,1,99,4997
1294,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95,1,86,4630
1295,0,0,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,1,90,2140
1296,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,1,80,5086
1297,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1,84,2847
1298,0,1,0,0,1,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,1,83,3676
1299,0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15,1,70,4277
1300,1,1,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7,1,73,4287
1301,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,1,76,2934
1302,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,1,2,47.95,305.1,1,80,2240
1303,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65,1,70,3155
1304,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,1,91,5825
1305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,1,70,5955
1306,1,0,0,0,2,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75,1,82,4883
1307,0,1,1,0,12,1,2,1,0,2,2,0,2,2,1,1,1,104.4,6405.0,1,84,4412
1308,0,1,1,0,7,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,1,99,2296
1309,0,0,0,0,11,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85,1,82,5902
1310,0,0,0,0,3,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7,1,97,5581
1311,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,75.1,552.95,1,96,5514
1312,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.7,93.7,1,98,4618
1313,1,0,0,0,3,1,0,0,0,0,2,2,0,0,0,1,1,55.0,1046.5,1,73,4539
1314,1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,2,74.35,834.2,1,80,5075
1315,0,0,1,0,7,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,1,68,2371
1316,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8,1,73,4519
1317,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,19.85,108.05,1,99,3799
1318,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1,88,5963
1319,1,1,1,0,1,1,2,1,0,0,0,0,0,2,0,0,2,85.55,851.75,1,81,3336
1320,1,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45,1,100,3469
1321,0,1,1,0,3,1,2,1,0,0,0,0,0,2,0,1,1,85.35,1375.15,1,66,5769
1322,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,79.65,152.7,1,100,5082
1323,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,1,94,4322
1324,1,1,0,0,3,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1,87,2373
1325,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1,98,3061
1326,1,0,1,0,13,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35,1,83,5602
1327,0,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3615.6,1,75,4188
1328,0,0,1,0,7,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35,1,67,5632
1329,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85,1,90,2902
1330,1,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,40.4,77.15,1,86,3620
1331,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,75.35,338.1,1,92,2220
1332,1,0,0,0,6,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6,1,81,5928
1333,0,0,1,0,6,1,0,1,0,0,2,0,2,2,1,1,2,93.8,3124.5,1,76,5080
1334,1,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,2,20.4,930.45,1,87,5398
1335,1,1,1,0,1,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1,1,75,3591
1336,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7,1,93,4667
1337,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75,1,96,3128
1338,0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,1,20.1,221.35,1,95,4500
1339,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3,1,66,2176
1340,0,1,1,0,7,1,0,1,0,2,0,2,2,2,1,1,1,99.2,4062.2,1,69,5098
1341,1,1,0,0,9,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,1,68,3645
1342,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,1,89,5595
1343,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4,1,70,4238
1344,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,1,2,49.75,331.3,1,75,5651
1345,0,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,1,75.3,1147.45,1,99,4526
1346,0,0,1,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1078.9,1,67,2120
1347,1,0,0,0,13,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15,1,91,6255
1348,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45,1,94,4549
1349,0,0,1,0,8,1,2,1,0,0,0,0,2,2,0,1,2,96.1,4364.1,1,87,5606
1350,1,1,1,0,4,1,2,1,0,2,2,0,2,2,0,1,2,104.25,2433.9,1,80,2104
1351,1,1,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,80.2,1217.25,1,76,4958
1352,0,0,1,0,3,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5,1,79,2365
1353,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,78,5844
1354,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,80.8,713.1,1,90,3890
1355,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,1,75,3949
1356,1,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,1,79,2987
1357,1,0,0,0,0,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1,98,3520
1358,0,1,1,0,6,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,1,66,3980
1359,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,1,96,5303
1360,1,0,0,0,4,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,1,99,5438
1361,0,1,1,0,9,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,1,95,5915
1362,0,1,1,0,4,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,1,85,3843
1363,1,0,1,0,10,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,1,98,5650
1364,0,0,1,0,1,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,1,85,2656
1365,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,1,97,5799
1366,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,1,98,4785
1367,0,0,1,0,9,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,1,90,5995
1368,0,1,1,0,8,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,1,93,4423
1369,1,1,1,0,3,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,87,3392
1370,0,0,1,0,1,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,1,76,2750
1371,1,0,0,0,3,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,1,86,4115
1372,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,1,98,5172
1373,0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,1,89,4464
1374,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,1,74,3368
1375,1,0,1,0,10,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,1,97,4751
1376,1,1,0,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,1,87,4424
1377,1,0,0,0,13,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,1,71,6350
1378,1,0,0,1,7,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,1,65,2810
1379,0,0,0,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.1,521.3,1,71,5656
1380,1,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,1,99,3407
1381,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,1,100,5800
1382,0,0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,95.2,292.85,1,86,4176
1383,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,1,73,3561
1384,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,2,74.5,609.9,1,88,3683
1385,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,1,71,2119
1386,0,1,1,0,5,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,1,68,4994
1387,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,1,82,2943
1388,1,0,1,0,5,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,1,91,5292
1389,1,0,1,0,3,1,2,1,0,0,0,0,0,2,0,1,2,83.65,1465.75,1,88,3427
1390,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,1,67,5579
1391,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,1,94,2180
1392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,1,88,3037
1393,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,1,88,4248
1394,1,0,1,1,2,1,0,2,1,1,1,1,1,1,0,1,2,20.0,288.05,1,73,4672
1395,0,0,1,0,4,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0,1,93,5024
1396,1,1,1,0,1,1,0,1,0,2,2,2,2,0,0,1,3,92.5,934.1,1,77,2415
1397,0,0,1,0,2,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1,81,3740
1398,0,0,1,0,9,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2,1,92,5785
1399,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,1,67,4291
1400,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,1,80,5554
1401,1,0,0,0,5,1,0,1,0,2,2,0,2,0,0,0,2,89.8,2335.3,1,71,3452
1402,0,0,0,0,2,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,1,88,3538
1403,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,2,29.65,291.4,1,89,5702
1404,1,0,1,0,0,1,2,1,2,0,2,0,0,0,0,1,2,84.5,453.75,1,98,5141
1405,1,0,0,0,3,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1597.25,1,89,2931
1406,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,235.5,1,98,5165
1407,0,0,0,0,10,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05,1,99,6117
1408,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.75,799.65,1,69,5578
1409,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8,1,68,4535
1410,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55,1,80,5055
1411,1,0,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,78.9,2447.95,1,90,5949
1412,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.75,3050.15,1,76,5272
1413,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25,1,90,4753
1414,1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,1,67,5441
1415,1,1,0,0,2,1,2,1,0,0,2,0,2,2,0,1,2,99.45,1200.15,1,98,2819
1416,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.6,70.6,1,85,4063
1417,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,81.0,389.6,1,96,3718
1418,1,0,0,0,1,1,0,1,0,2,0,0,2,0,0,1,2,84.85,523.5,1,72,3420
1419,0,1,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,1,89,4074
1420,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,73,5377
1421,1,0,0,0,12,1,2,1,0,2,0,2,2,2,1,1,1,105.65,6903.1,1,98,4870
1422,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7,1,85,5964
1423,0,0,1,0,1,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1,1,91,4971
1424,1,0,0,0,1,1,2,0,0,0,0,0,2,2,0,1,1,72.15,794.25,1,98,2457
1425,0,0,0,0,0,1,0,0,0,0,2,2,2,2,0,0,2,76.4,160.8,1,100,3005
1426,0,1,0,0,3,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35,1,85,3866
1427,1,0,1,0,1,1,0,1,0,2,2,0,0,0,0,1,2,79.9,741.7,1,100,4748
1428,1,1,0,0,6,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,1,79,2246
1429,0,0,1,0,13,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4759.75,1,85,5591
1430,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,1,69,5717
1431,1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,3,84.65,84.65,1,79,4261
1432,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,1,67,5948
1433,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,2,31.05,347.25,1,97,5131
1434,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,51.0,354.05,1,90,3736
1435,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,44.35,44.35,1,90,4599
1436,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.7,586.05,1,98,3109
1437,1,0,0,1,10,1,2,0,0,2,0,0,0,0,0,1,1,55.0,3092.65,1,84,5282
1438,0,1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,3,84.85,415.55,1,74,3305
1439,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,1,86,5443
1440,1,0,1,0,6,1,0,0,0,0,2,2,2,2,1,1,3,73.9,2405.05,1,73,5374
1441,0,0,1,0,10,1,2,1,0,0,2,0,0,0,0,1,2,77.75,4458.15,1,79,4398
1442,0,1,1,0,1,1,2,1,0,0,0,0,0,2,0,1,2,84.35,474.9,1,77,5721
1443,0,0,0,0,1,1,0,1,2,0,0,0,2,0,0,0,2,84.95,668.4,1,81,4437
1444,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,1,2,73.85,926.25,1,66,3634
1445,1,0,1,0,9,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2541.25,1,67,5375
1446,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,46.0,46.0,1,67,4531
1447,1,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,79.4,1156.1,1,74,3621
1448,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,71.8,1167.8,1,86,3327
1449,1,1,1,0,8,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9,1,99,2674
1450,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,46.0,221.7,1,85,4846
1451,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,51.75,201.1,1,83,3865
1452,1,0,1,0,5,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2838.7,1,71,2792
1453,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,96,3208
1454,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,34.7,296.1,1,95,5352
1455,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,81.1,81.1,1,85,2075
1456,0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,1,78,3797
1457,0,0,0,0,12,1,2,1,0,0,2,2,2,2,2,1,2,106.6,6428.4,1,68,4183
1458,1,0,1,0,11,1,2,1,2,2,2,2,2,0,0,1,2,106.75,6252.9,1,81,4508
1459,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.45,240.45,1,84,3591
1460,0,0,0,0,0,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,1,86,4330
1461,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,1,79,4629
1462,1,0,0,0,2,1,0,1,0,2,2,0,0,0,0,1,2,79.8,973.45,1,75,5067
1463,0,0,1,0,3,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85,1,66,2601
1464,0,1,1,0,0,1,0,1,0,0,0,2,2,0,0,1,3,83.9,267.4,1,68,3464
1465,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85,1,68,5056
1466,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,53.55,53.55,1,79,2326
1467,0,0,1,0,13,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05,1,95,6173
1468,1,0,1,0,13,1,2,1,2,2,2,2,2,2,2,1,2,113.15,7856.0,1,90,4610
1469,0,1,1,0,5,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,1,75,4316
1470,1,0,1,0,2,1,2,1,0,2,0,0,0,0,0,1,0,80.5,896.9,1,75,5119
1471,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,1,99,4266
1472,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,1,97,5338
1473,0,0,0,0,9,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,1,83,2793
1474,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,1,98,2456
1475,1,1,0,0,4,1,2,1,0,0,0,2,2,0,0,1,0,90.5,1910.6,1,71,5014
1476,1,0,1,0,1,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,1,72,3016
1477,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.95,529.5,1,90,3296
1478,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,1,83,4207
1479,0,1,0,0,7,0,1,0,2,2,0,0,2,2,0,1,2,55.8,2109.35,1,90,4272
1480,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25,1,83,5189
1481,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,1,79,5948
1482,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1,87,5394
1483,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5,1,65,3972
1484,1,0,0,0,4,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,1,93,5963
1485,0,0,0,0,2,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5,1,65,2110
1486,1,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,1,91,3491
1487,0,0,0,0,7,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45,1,83,4811
1488,0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,1,73,4633
1489,1,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,1,76,5360
1490,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.95,19.95,1,83,2051
1491,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,1,98,2199
1492,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,1,66,3389
1493,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,1,83,5973
1494,1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.25,19.25,1,80,5437
1495,0,0,1,0,8,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,1,100,2514
1496,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95,1,92,3735
1497,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,1,89,4133
1498,0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,1,94,3320
1499,0,0,1,1,3,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,1,86,4648
1500,0,0,0,1,0,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,1,93,4531
1501,1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,1,80,4193
